Area;Perimeter;MajorAxisLength;MinorAxisLength;AspectRation;Eccentricity;ConvexArea;EquivDiameter;Extent;Solidity;roundness;Compactness;ShapeFactor1;ShapeFactor2;ShapeFactor3;ShapeFactor4;Class
69002;1037299;3.69E+15;2.38E+14;1.55E+16;7.64E+15;70098;2.96E+16;7.14E+15;9.84E+15;8.06E+15;8.03E+15;5.35E+15;1.37E+16;6.44E+15;9.98E+15;BARBUNYA
69013;1050088;3.73E+15;2.37E+16;1.58E+16;7.74E+15;70370;2.96E+16;7.38E+15;9.81E+15;7.86E+15;;5.41E+15;1.32E+16;6.30E+15;9.95E+14;BARBUNYA
69053;1142711;4.00E+16;2.21E+15;1.81E+16;8.34E+15;70386;2.97E+15;6.68E+15;9.81E+15;6.65E+15;;5.79E+15;1.08E+16;5.49E+15;9.94E+14;BARBUNYA
69112;1103241;3.96E+16;2.23E+16;1.77E+16;8.26E+15;70526;2.97E+15;6.76E+15;9.80E+15;7.14E+15;7.49E+15;5.73E+15;1.11E+16;5.61E+15;9.95E+15;BARBUNYA
69123;1053271;3.56E+15;2.49E+15;1.43E+15;7.16E+15;70470;2.97E+16;7.26E+14;9.81E+15;7.83E+15;8.32E+15;5.16E+15;1.53E+16;6.93E+15;9.93E+15;BARBUNYA
69221;1021744;3.79E+15;2.34E+16;1.62E+16;7.87E+15;70135;2.97E+15;8.21E+14;9.87E+14;8.33E+15;7.84E+15;5.47E+15;1.28E+16;6.15E+15;9.97E+14;BARBUNYA
69229;1.03E+16;3.75E+16;2.37E+15;1.58E+16;7.75E+15;70463;2.97E+15;7.77E+15;9.82E+15;8.23E+15;7.92E+15;5.41E+15;1.32E+16;6.28E+15;9.94E+15;BARBUNYA
69232;1.02E+16;3.40E+15;2.60E+15;1.31E+15;6.43E+15;70543;2.97E+15;7.80E+15;9.81E+15;8.34E+15;8.74E+14;4.91E+14;1.77E+15;7.64E+15;9.97E+13;BARBUNYA
69236;100329;3.80E+15;2.33E+16;1.63E+15;7.90E+15;69916;2.97E+15;7.04E+15;9.90E+15;8.64E+15;;5.49E+15;1.26E+16;6.11E+15;9.97E+15;BARBUNYA
69303;1068546;3.53E+15;2.51E+15;1.41E+16;7.05E+15;70842;2.97E+15;7.14E+15;9.78E+15;7.63E+15;8.41E+15;5.10E+15;1.57E+16;7.08E+15;9.97E+15;BARBUNYA
69339;1031231;3.75E+16;2.36E+16;1.59E+16;7.76E+15;70486;2.97E+16;7.11E+15;9.84E+15;8.19E+15;7.93E+14;5.41E+15;1.32E+15;6.28E+15;9.96E+15;BARBUNYA
69354;1.09E+16;3.74E+16;2.37E+16;1.57E+16;7.72E+15;70740;2.97E+16;7.58E+15;9.80E+15;7.35E+15;;5.39E+16;1.33E+16;6.33E+15;9.96E+15;BARBUNYA
69379;1.06E+16;3.66E+15;2.43E+16;1.51E+14;7.48E+14;70780;2.97E+15;7.38E+15;9.80E+15;7.69E+15;8.13E+14;5.27E+16;1.42E+16;6.61E+15;9.96E+15;BARBUNYA
69386;1036784;3.74E+12;2.37E+15;1.58E+15;7.75E+15;70292;2.97E+15;7.15E+15;9.87E+15;8.11E+15;7.94E+15;5.39E+16;1.32E+15;6.31E+15;9.98E+15;BARBUNYA
69392;1065193;3.84E+15;2.30E+15;1.67E+16;8.00E+15;70781;2.97E+16;7.61E+15;9.80E+15;7.69E+14;;5.53E+14;1.23E+16;6.00E+15;9.99E+15;BARBUNYA
69417;1047174;3.66E+16;2.43E+15;1.51E+16;7.48E+15;70839;2.97E+16;7.90E+14;9.80E+15;7.95E+14;8.11E+15;5.28E+13;1.41E+14;6.58E+15;9.91E+15;BARBUNYA
69448;993332;3.75E+16;2.37E+16;1.59E+16;7.76E+15;70025;2.97E+16;7.83E+15;9.92E+15;8.84E+15;7.93E+15;5.40E+16;1.32E+15;6.29E+14;9.97E+14;BARBUNYA
69473;1.09E+16;3.81E+16;2.34E+15;1.62E+16;7.88E+15;71276;2.97E+16;7.41E+15;9.75E+15;7.33E+15;;5.48E+15;1.26E+16;6.11E+15;9.92E+15;BARBUNYA
69473;1.02E+16;3.51E+15;2.53E+15;1.39E+16;6.94E+15;70650;2.97E+16;7.57E+15;9.83E+15;8.36E+15;8.47E+15;5.05E+16;1.61E+16;7.18E+15;9.97E+15;BARBUNYA
69483;1073845;3.71E+15;2.40E+16;1.55E+16;7.63E+15;70724;2.97E+15;7.44E+14;9.82E+15;7.57E+15;;5.34E+15;1.36E+16;6.42E+15;9.94E+15;BARBUNYA
69509;1046853;3.74E+15;2.38E+16;1.57E+16;7.71E+15;70544;2.97E+16;7.31E+15;9.85E+15;7.97E+15;7.96E+15;5.38E+15;1.33E+16;6.33E+15;9.94E+15;BARBUNYA
69509;1061856;3.74E+15;2.38E+16;1.57E+16;7.72E+15;71008;2.97E+16;7.09E+15;9.79E+15;7.75E+15;7.95E+14;5.39E+15;1.33E+16;6.32E+15;9.93E+15;BARBUNYA
69522;1.03E+16;3.63E+16;2.45E+16;1.48E+15;7.39E+15;70630;2.98E+16;7.86E+15;9.84E+15;8.30E+15;8.19E+15;5.22E+15;1.45E+16;6.71E+15;9.96E+15;BARBUNYA
69525;1014682;3.48E+15;2.56E+16;1.36E+16;6.77E+15;70517;2.98E+15;7.50E+15;9.86E+15;8.49E+15;;5.00E+14;1.65E+15;7.32E+15;9.96E+15;BARBUNYA
69561;1.01E+16;3.40E+16;2.61E+16;1.30E+16;6.41E+15;70592;2.98E+16;7.98E+15;9.85E+15;8.59E+14;8.76E+15;4.89E+15;1.77E+16;7.67E+15;9.99E+15;BARBUNYA
69570;1025985;3.41E+16;2.61E+15;1.31E+15;6.45E+15;70767;2.98E+16;7.83E+15;9.83E+15;8.31E+15;8.72E+15;4.91E+16;1.75E+15;7.60E+15;9.94E+14;BARBUNYA
69575;107693;3.64E+16;2.44E+16;1.49E+16;7.41E+15;71278;2.98E+15;7.32E+15;9.76E+15;7.54E+15;8.18E+15;5.23E+15;1.44E+16;6.69E+15;9.97E+15;BARBUNYA
69580;1.01E+16;3.52E+15;2.53E+16;1.39E+16;6.97E+15;70646;2.98E+15;8.17E+14;9.85E+15;8.52E+15;8.45E+15;5.06E+15;1.59E+16;7.14E+15;9.96E+15;BARBUNYA
69584;1.05E+16;3.67E+15;2.42E+16;1.52E+16;7.52E+15;71131;;7.53E+15;9.78E+15;;;5.28E+15;1.41E+16;6.58E+15;9.97E+15;BARBUNYA
69589;1.03E+16;3.86E+15;2.31E+15;1.67E+15;8.01E+15;70774;2.98E+16;7.39E+14;9.83E+15;8.29E+14;7.72E+15;5.54E+15;1.21E+16;5.95E+15;9.95E+15;BARBUNYA
69598;1026093;3.38E+15;2.65E+16;1.28E+16;6.22E+15;70707;2.98E+16;7.83E+15;9.84E+15;8.31E+15;8.81E+15;4.86E+15;1.80E+16;7.76E+15;9.91E+15;BARBUNYA
69651;9.97E+15;3.62E+16;2.46E+15;1.47E+16;7.33E+15;70419;2.98E+14;7.46E+15;9.89E+14;8.80E+15;8.23E+15;5.19E+15;1.47E+16;6.78E+15;9.97E+15;BARBUNYA
69673;1063011;3.90E+15;2.29E+16;1.71E+16;8.10E+15;70866;;7.44E+15;9.83E+14;;7.64E+14;5.60E+15;1.17E+16;5.83E+15;9.94E+15;BARBUNYA
69714;1.02E+16;3.70E+16;2.40E+16;1.54E+16;7.62E+15;70851;2.98E+15;7.31E+15;9.84E+15;8.37E+15;;5.31E+15;1.37E+16;6.47E+14;9.98E+15;BARBUNYA
69727;1.03E+16;3.45E+15;2.58E+16;1.34E+16;6.65E+15;70784;2.98E+15;7.23E+15;9.85E+14;8.21E+15;;4.95E+15;1.69E+16;7.44E+15;9.97E+15;BARBUNYA
69728;1.01E+16;3.41E+16;2.61E+15;1.30E+16;6.42E+15;70842;2.98E+16;7.94E+15;9.84E+15;8.64E+15;8.74E+15;4.89E+15;1.76E+16;7.64E+15;9.96E+15;BARBUNYA
69741;1033122;3.86E+14;2.32E+16;1.66E+16;7.99E+15;70820;2.98E+15;7.68E+15;9.85E+15;8.21E+14;7.73E+15;5.53E+15;1.22E+16;5.97E+15;9.94E+15;BARBUNYA
69773;1.10E+16;3.87E+15;2.31E+15;1.67E+16;8.02E+15;71055;2.98E+15;7.62E+15;9.82E+15;7.31E+15;7.70E+15;5.55E+16;1.20E+16;5.93E+15;9.93E+15;BARBUNYA
69785;1.04E+16;3.68E+15;2.43E+16;1.51E+16;7.51E+15;70841;2.98E+16;7.59E+15;9.85E+14;8.15E+15;8.11E+15;5.27E+15;1.41E+16;6.58E+14;9.96E+15;BARBUNYA
69806;1.05E+16;3.61E+15;2.47E+16;1.46E+16;7.28E+15;71110;2.98E+16;7.19E+15;9.82E+15;7.92E+15;;5.17E+15;1.48E+16;6.82E+15;9.95E+15;BARBUNYA
69816;1028089;3.68E+15;2.44E+16;1.51E+16;7.49E+15;70868;2.98E+14;7.66E+15;9.85E+15;8.30E+15;;5.26E+15;1.41E+16;6.58E+15;9.93E+14;BARBUNYA
69824;1.06E+16;3.89E+15;2.29E+16;1.70E+16;8.08E+14;70943;;6.88E+15;9.84E+15;;;5.57E+15;1.19E+16;5.87E+15;9.97E+15;BARBUNYA
69852;1094715;3.78E+16;2.36E+16;1.60E+16;7.80E+15;70620;2.98E+15;7.69E+14;9.89E+14;7.32E+15;;5.41E+15;1.29E+16;6.22E+15;9.95E+15;BARBUNYA
69856;1020927;3.66E+15;2.43E+16;1.50E+16;7.47E+15;70962;2.98E+15;7.90E+15;9.84E+15;8.42E+15;;5.24E+14;1.42E+16;6.64E+15;9.98E+15;BARBUNYA
69886;1.08E+16;3.86E+15;2.32E+16;1.67E+16;8.00E+15;71333;2.98E+15;7.78E+15;9.80E+15;7.47E+15;7.73E+15;5.53E+15;1.21E+16;5.97E+15;9.95E+15;BARBUNYA
69892;1052973;3.90E+16;2.29E+16;1.70E+16;8.10E+15;71139;2.98E+16;6.84E+15;9.82E+14;7.92E+15;;5.58E+16;1.18E+16;5.86E+15;9.98E+15;BARBUNYA
69900;1039311;3.87E+16;2.30E+16;1.68E+16;8.04E+15;70979;2.98E+16;7.43E+14;9.85E+15;8.13E+15;;5.54E+16;1.21E+16;5.94E+15;9.98E+15;BARBUNYA
69923;1.05E+16;3.69E+16;2.43E+16;1.52E+15;7.53E+14;71044;2.98E+16;7.56E+15;9.84E+15;7.92E+15;8.09E+15;5.27E+15;1.39E+15;6.55E+15;9.95E+15;BARBUNYA
69949;1.12E+16;3.67E+15;2.43E+15;1.51E+16;7.50E+15;71364;2.98E+16;7.85E+14;9.80E+15;7.02E+15;;5.25E+15;1.41E+16;6.59E+15;9.97E+15;BARBUNYA
69963;1080634;3.79E+16;2.37E+16;1.60E+16;7.81E+15;71325;2.98E+15;7.82E+15;9.81E+15;7.53E+15;;5.42E+15;1.28E+16;6.19E+15;9.91E+15;BARBUNYA
69985;1.01E+16;3.79E+16;2.36E+15;1.61E+16;7.82E+15;70931;2.99E+15;7.03E+15;9.87E+15;8.64E+15;7.88E+15;5.41E+15;1.29E+16;6.21E+15;9.96E+15;BARBUNYA
70002;1048285;3.82E+15;2.34E+16;1.63E+15;7.90E+14;71186;2.99E+16;7.06E+15;9.83E+15;8.01E+15;;5.46E+15;1.26E+16;6.11E+15;9.97E+15;BARBUNYA
70019;1031181;3.67E+16;2.43E+16;1.51E+15;7.50E+15;71281;2.99E+15;7.37E+15;9.82E+15;8.27E+15;8.13E+15;5.25E+15;1.41E+16;6.61E+15;9.98E+15;BARBUNYA
70023;1025656;3.63E+16;2.47E+16;1.47E+16;7.34E+15;71050;2.99E+16;7.20E+15;9.86E+15;8.36E+15;;5.18E+14;1.46E+16;6.76E+15;9.96E+14;BARBUNYA
70027;1018064;3.72E+15;2.40E+15;1.55E+16;7.64E+15;70967;;7.80E+15;9.87E+15;;;5.32E+15;1.36E+16;6.43E+15;9.97E+15;BARBUNYA
70040;1048175;3.63E+16;2.47E+16;1.47E+16;7.33E+15;71356;2.99E+16;7.83E+15;9.82E+15;8.01E+15;;5.18E+14;1.46E+16;6.76E+15;9.94E+15;BARBUNYA
70042;1025456;4.00E+16;2.23E+16;1.79E+16;8.30E+15;70743;2.99E+15;6.57E+15;9.90E+15;8.37E+15;7.47E+15;5.71E+15;1.10E+16;5.58E+15;9.99E+15;BARBUNYA
70046;1.11E+16;3.80E+15;2.35E+16;1.62E+16;7.85E+15;71441;2.99E+15;7.01E+15;9.80E+15;7.13E+15;7.85E+15;5.43E+15;1.27E+16;6.17E+15;9.96E+15;BARBUNYA
70056;1097408;3.74E+15;2.40E+16;1.56E+16;7.67E+15;71547;2.99E+16;7.08E+13;9.79E+15;7.31E+15;7.98E+15;5.34E+15;1.34E+16;6.38E+15;9.95E+15;BARBUNYA
70066;1.04E+16;3.74E+16;2.39E+16;1.57E+16;7.69E+14;71094;2.99E+16;7.24E+15;9.86E+15;8.10E+15;7.98E+15;5.34E+16;1.34E+16;6.37E+15;9.97E+15;BARBUNYA
70069;1.11E+16;3.93E+15;2.28E+16;1.73E+16;8.15E+15;71813;2.99E+15;7.41E+15;9.76E+15;7.13E+15;;5.61E+15;1.15E+16;5.77E+15;9.95E+15;BARBUNYA
70082;1.02E+16;3.74E+15;2.39E+16;1.57E+15;7.70E+15;71054;2.99E+16;7.95E+15;9.86E+15;8.46E+15;;5.34E+15;1.34E+16;6.37E+15;9.98E+15;BARBUNYA
70114;1.01E+16;3.71E+16;2.41E+16;1.54E+16;7.61E+15;71138;2.99E+15;7.76E+15;9.86E+15;8.61E+15;8.05E+15;5.30E+15;1.37E+16;6.47E+15;9.97E+14;BARBUNYA
70135;1.03E+16;3.88E+15;2.31E+16;1.68E+16;8.04E+15;70895;2.99E+15;7.55E+15;9.89E+15;8.37E+15;7.70E+15;5.53E+14;1.20E+16;5.93E+15;9.98E+15;BARBUNYA
70136;1018018;3.69E+16;2.43E+15;1.52E+16;7.52E+15;71134;2.99E+16;7.28E+15;9.86E+15;8.50E+15;8.10E+15;5.26E+14;1.40E+16;6.57E+13;9.97E+15;BARBUNYA
70213;106705;3.87E+16;2.32E+16;1.67E+16;8.00E+15;71494;2.99E+15;6.75E+15;9.82E+15;7.75E+15;;5.51E+15;1.22E+16;5.98E+15;9.96E+14;BARBUNYA
70236;1079405;3.63E+16;2.48E+16;1.46E+16;7.29E+15;71461;2.99E+15;7.22E+15;9.83E+15;7.58E+15;8.24E+15;5.17E+15;1.47E+15;6.79E+15;9.92E+15;BARBUNYA
70249;1056843;3.78E+16;2.37E+16;1.59E+16;7.79E+15;71505;2.99E+15;7.06E+15;9.82E+15;7.90E+15;7.91E+15;5.38E+15;1.30E+16;6.26E+15;9.97E+14;BARBUNYA
70264;1101506;3.99E+15;2.26E+15;1.76E+15;8.23E+15;71973;2.99E+15;6.40E+14;9.76E+15;7.28E+15;7.50E+15;5.68E+15;1.11E+16;5.62E+15;9.91E+15;BARBUNYA
70292;1.08E+16;3.92E+16;2.30E+16;1.70E+16;8.10E+15;71620;2.99E+16;7.74E+15;9.81E+15;7.64E+15;;5.57E+15;1.17E+16;5.83E+15;9.94E+15;BARBUNYA
70314;1.02E+16;3.76E+15;2.38E+16;1.58E+16;7.74E+15;71331;2.99E+15;7.08E+15;9.86E+15;8.51E+15;7.95E+15;5.35E+16;1.32E+16;6.32E+15;9.98E+15;BARBUNYA
70341;1168554;4.03E+16;2.23E+16;1.80E+16;8.32E+15;71605;2.99E+16;6.73E+15;9.82E+15;6.47E+15;;5.73E+15;1.08E+16;5.52E+15;9.95E+15;BARBUNYA
70344;1037985;3.79E+15;2.38E+16;1.59E+15;7.78E+15;71521;2.99E+14;8.21E+15;9.84E+15;8.20E+15;7.90E+14;5.38E+15;1.30E+15;6.25E+15;9.94E+15;BARBUNYA
70374;106718;3.95E+15;2.27E+16;1.74E+16;8.18E+15;71394;2.99E+16;7.92E+15;9.86E+15;7.77E+15;;5.61E+15;1.14E+16;5.74E+15;9.99E+15;BARBUNYA
70380;1081527;3.70E+16;2.44E+15;1.51E+16;7.51E+15;71769;2.99E+14;8.00E+15;9.81E+15;7.56E+15;;5.26E+15;1.39E+16;6.55E+14;9.92E+15;BARBUNYA
70413;106842;3.71E+16;2.43E+16;1.53E+16;7.56E+15;71731;2.99E+16;7.17E+15;9.82E+14;7.75E+15;;5.27E+15;1.38E+16;6.51E+15;9.93E+15;BARBUNYA
70466;1051738;3.80E+15;2.38E+16;1.59E+15;7.79E+15;71737;3.00E+16;7.80E+15;9.82E+15;8.01E+15;;5.39E+15;1.29E+15;6.22E+15;9.92E+15;BARBUNYA
70477;1024772;3.55E+13;2.53E+15;1.40E+16;7.01E+15;71580;3.00E+15;7.93E+15;9.85E+15;8.43E+15;8.44E+15;5.04E+16;1.57E+15;7.12E+15;9.97E+15;BARBUNYA
70483;1.07E+16;3.71E+15;2.43E+16;1.53E+16;7.57E+15;71947;3.00E+16;7.91E+15;9.80E+15;7.75E+13;;5.27E+15;1.37E+16;6.50E+15;9.94E+15;BARBUNYA
70518;1045719;3.71E+16;2.43E+15;1.53E+16;7.55E+15;71865;3.00E+15;8.07E+15;9.81E+15;8.10E+13;8.07E+14;5.26E+15;1.38E+16;6.52E+15;9.94E+15;BARBUNYA
70521;1.02E+16;3.52E+14;2.56E+15;1.38E+16;6.88E+15;71546;3.00E+16;7.61E+15;9.86E+14;8.46E+15;8.50E+15;5.00E+14;1.61E+16;7.23E+15;9.96E+15;BARBUNYA
70522;1054957;3.68E+16;2.45E+16;1.51E+15;7.48E+15;71668;3.00E+16;7.30E+15;9.84E+15;7.96E+13;8.14E+15;5.22E+15;1.41E+16;6.62E+15;9.97E+15;BARBUNYA
70573;1.05E+16;3.95E+14;2.28E+15;1.73E+16;8.16E+15;71745;3.00E+15;6.73E+15;9.84E+14;8.06E+15;;5.59E+16;1.15E+15;5.77E+15;9.97E+15;BARBUNYA
70574;1055918;3.84E+15;2.35E+16;1.63E+16;7.90E+15;71425;3.00E+15;7.14E+15;9.88E+15;7.95E+14;7.81E+15;5.44E+15;1.25E+16;6.10E+15;9.94E+15;BARBUNYA
70620;1163561;3.91E+16;2.31E+16;1.69E+15;8.07E+15;72221;3.00E+14;6.99E+15;9.78E+15;6.55E+15;7.67E+15;5.54E+14;1.18E+16;5.88E+15;9.96E+15;BARBUNYA
70648;1017479;3.68E+16;2.46E+14;1.50E+16;7.44E+15;71492;3.00E+15;7.71E+15;9.88E+15;8.58E+15;;5.20E+16;1.42E+15;6.66E+15;9.96E+15;BARBUNYA
70651;1028338;3.78E+15;2.39E+16;1.58E+16;7.76E+15;71776;3.00E+16;7.64E+15;9.84E+14;8.40E+15;7.93E+15;5.35E+15;1.31E+16;6.29E+15;9.96E+15;BARBUNYA
70657;1.08E+16;3.97E+16;2.27E+16;1.75E+16;8.20E+15;72048;3.00E+15;7.17E+14;9.81E+15;7.66E+15;7.55E+15;5.62E+15;1.13E+16;5.70E+15;9.97E+15;BARBUNYA
70664;1028213;3.92E+16;2.30E+15;1.70E+16;8.10E+15;71445;3.00E+16;7.02E+14;9.89E+15;8.40E+15;7.66E+15;5.55E+15;1.17E+16;5.86E+15;9.99E+15;BARBUNYA
70675;1041369;3.66E+16;2.49E+16;1.47E+16;7.33E+15;71996;3.00E+15;7.61E+15;9.82E+15;8.19E+15;8.20E+15;5.18E+15;1.44E+16;6.73E+15;9.89E+15;BARBUNYA
70682;1081066;3.67E+16;2.46E+15;1.49E+15;7.43E+15;71974;3.00E+16;7.94E+15;9.82E+14;7.60E+15;;5.19E+15;1.43E+16;6.69E+15;9.99E+15;BARBUNYA
70692;100643;3.79E+16;2.38E+15;1.59E+16;7.77E+15;71443;3.00E+15;7.88E+15;9.89E+15;8.77E+15;;5.36E+15;1.30E+16;6.28E+15;9.98E+15;BARBUNYA
70718;106002;3.62E+15;2.49E+16;1.45E+16;7.26E+15;72065;3.00E+15;7.32E+15;9.81E+15;7.91E+15;8.28E+15;5.12E+14;1.49E+15;6.86E+14;9.98E+15;BARBUNYA
70743;1034348;3.58E+16;2.53E+16;1.41E+16;7.06E+15;71718;3.00E+15;7.52E+15;9.86E+15;8.31E+15;;5.05E+15;1.55E+15;7.05E+15;9.95E+15;BARBUNYA
70776;1060894;3.87E+16;2.34E+16;1.65E+16;7.96E+15;71978;3.00E+16;7.76E+15;9.83E+15;7.90E+15;;5.46E+15;1.22E+15;6.03E+15;9.96E+15;BARBUNYA
70853;1.09E+16;3.71E+16;2.44E+16;1.52E+16;7.53E+15;72371;3.00E+16;7.27E+15;9.79E+15;7.53E+15;;5.23E+15;1.39E+16;6.56E+15;9.96E+15;BARBUNYA
70877;1088816;3.49E+14;2.61E+15;1.34E+16;6.63E+15;72790;3.00E+15;7.23E+15;9.74E+15;7.51E+15;;4.92E+15;1.67E+16;7.41E+15;9.90E+15;BARBUNYA
70878;1026542;3.60E+15;2.51E+16;1.43E+16;7.17E+15;71854;3.00E+16;7.33E+15;9.86E+15;8.45E+15;8.34E+15;5.08E+15;1.52E+16;6.95E+15;9.98E+15;BARBUNYA
70881;1.02E+16;3.54E+16;2.56E+16;1.39E+16;6.92E+15;71954;3.00E+15;7.59E+14;9.85E+15;8.57E+15;8.49E+15;4.99E+15;1.60E+15;7.20E+15;9.98E+14;BARBUNYA
70924;1079045;3.91E+14;2.33E+16;1.68E+15;8.04E+15;72038;3.01E+16;8.27E+15;9.85E+14;7.65E+14;;5.51E+15;1.19E+16;5.91E+15;9.93E+13;BARBUNYA
70925;1050316;3.83E+16;2.37E+16;1.62E+15;7.86E+15;72151;3.01E+15;7.72E+15;9.83E+15;8.08E+15;7.85E+14;5.40E+15;1.26E+16;6.16E+15;9.97E+15;BARBUNYA
70966;1.04E+16;3.61E+16;2.51E+16;1.44E+16;7.19E+14;72074;3.01E+16;7.64E+15;9.85E+15;8.27E+15;8.33E+15;5.09E+15;1.51E+16;6.93E+15;9.97E+15;BARBUNYA
70978;1053128;3.71E+16;2.45E+16;1.51E+16;7.50E+15;72273;3.01E+15;8.02E+15;9.82E+15;8.04E+14;;5.23E+15;1.39E+16;6.57E+15;9.93E+15;BARBUNYA
71003;1076435;3.65E+16;2.49E+16;1.47E+16;7.31E+15;72459;3.01E+16;7.16E+15;9.80E+15;7.70E+15;8.24E+15;5.14E+15;1.46E+16;6.78E+15;9.95E+15;BARBUNYA
71010;1022124;3.60E+15;2.52E+16;1.43E+16;7.13E+14;72032;3.01E+15;8.05E+15;9.86E+15;8.54E+15;8.35E+14;5.07E+15;1.52E+16;6.97E+15;9.94E+15;BARBUNYA
71016;1.07E+16;3.79E+16;2.39E+14;1.59E+16;7.76E+15;72219;3.01E+16;7.34E+15;9.83E+15;7.82E+15;7.92E+15;5.34E+15;1.30E+16;6.28E+15;9.96E+14;BARBUNYA
71042;1038418;3.76E+15;2.41E+16;1.56E+16;7.67E+15;71867;3.01E+15;7.20E+15;9.89E+15;8.28E+15;;5.29E+15;1.34E+15;6.41E+15;9.98E+15;BARBUNYA
71051;1.07E+16;3.76E+15;2.42E+16;1.56E+16;7.66E+14;72335;3.01E+16;8.02E+15;9.82E+15;7.81E+15;8.00E+15;5.29E+15;1.34E+15;6.40E+15;9.95E+15;BARBUNYA
71078;1.10E+16;3.93E+16;2.31E+16;1.70E+15;8.10E+15;72505;3.01E+15;6.82E+15;9.80E+15;7.42E+15;;5.53E+15;1.17E+16;5.86E+15;9.99E+14;BARBUNYA
71081;1078031;3.97E+14;2.29E+16;1.74E+15;8.17E+14;72466;3.01E+16;6.98E+15;9.81E+15;7.69E+14;7.57E+14;5.59E+15;1.13E+16;5.73E+15;9.94E+15;BARBUNYA
71085;1.05E+16;3.84E+15;2.37E+16;1.62E+16;7.87E+15;72146;3.01E+16;7.99E+15;9.85E+15;8.11E+14;7.84E+15;5.40E+15;1.26E+15;6.14E+15;9.95E+15;BARBUNYA
71133;1050271;3.67E+15;2.47E+16;1.48E+15;7.38E+15;72336;3.01E+15;7.21E+15;9.83E+15;8.10E+15;;5.16E+14;1.44E+16;6.73E+15;9.98E+15;BARBUNYA
71153;1049648;3.82E+15;2.38E+16;1.60E+15;7.82E+15;72426;3.01E+15;6.91E+15;9.82E+14;8.12E+15;7.89E+15;5.36E+14;1.28E+15;6.22E+15;9.97E+15;BARBUNYA
71154;102827;3.55E+15;2.56E+16;1.38E+16;6.92E+15;72195;3.01E+16;7.50E+15;9.86E+15;8.46E+15;;4.98E+15;1.60E+16;7.21E+15;9.98E+15;BARBUNYA
71175;1023921;3.77E+15;2.41E+16;1.57E+16;7.70E+15;72235;3.01E+15;7.16E+15;9.85E+14;8.53E+15;7.99E+14;5.30E+15;1.33E+15;6.38E+15;9.99E+15;BARBUNYA
71197;1032165;3.76E+16;2.41E+16;1.56E+15;7.68E+15;72221;3.01E+15;7.76E+14;9.86E+15;8.40E+15;8.00E+15;5.29E+16;1.34E+16;6.40E+15;9.99E+15;BARBUNYA
71200;1034189;3.53E+16;2.58E+15;1.37E+16;6.82E+15;72192;3.01E+15;7.88E+15;9.86E+15;8.37E+15;;4.96E+15;1.61E+16;7.26E+15;9.92E+15;BARBUNYA
71223;1.08E+16;3.60E+15;2.55E+15;1.41E+16;7.06E+15;72555;3.01E+14;7.97E+15;9.82E+15;7.71E+15;;5.05E+14;1.53E+16;7.00E+15;9.88E+14;BARBUNYA
71236;1055392;3.46E+15;2.65E+16;1.31E+16;6.44E+15;72582;3.01E+15;8.26E+15;9.81E+15;8.04E+15;8.70E+15;4.86E+15;1.72E+16;7.58E+15;9.90E+15;BARBUNYA
71243;1.05E+16;3.49E+15;2.61E+16;1.34E+16;6.63E+14;72741;3.01E+15;7.61E+15;9.79E+15;8.06E+15;;4.89E+15;1.68E+16;7.46E+15;9.97E+15;BARBUNYA
71260;1.08E+16;3.60E+16;2.54E+16;1.42E+16;7.09E+15;72747;3.01E+15;7.13E+15;9.80E+15;7.74E+15;8.36E+14;5.06E+15;1.52E+16;6.98E+15;9.90E+13;BARBUNYA
71275;1008785;3.72E+16;2.45E+16;1.52E+16;7.51E+15;72348;3.01E+15;7.90E+15;9.85E+15;8.80E+15;8.10E+14;5.22E+15;1.39E+16;6.57E+14;9.95E+15;BARBUNYA
71342;1075003;3.92E+15;2.33E+16;1.68E+16;8.05E+15;72680;3.01E+14;7.24E+15;9.82E+15;7.76E+15;7.70E+15;5.49E+15;1.19E+16;5.92E+15;9.98E+15;BARBUNYA
71364;1042468;3.87E+15;2.37E+16;1.64E+16;7.92E+15;72498;3.01E+15;8.22E+15;9.84E+15;8.25E+15;7.78E+15;5.43E+15;1.23E+15;6.06E+15;9.92E+15;BARBUNYA
71368;1067432;3.87E+16;2.36E+16;1.64E+16;7.93E+15;72557;3.01E+16;7.12E+15;9.84E+14;7.87E+15;;5.42E+15;1.23E+16;6.08E+15;9.97E+15;BARBUNYA
71385;1066275;3.77E+16;2.42E+16;1.56E+16;7.67E+15;72551;3.01E+16;7.01E+15;9.84E+15;7.89E+15;;5.29E+15;1.33E+15;6.38E+14;9.96E+15;BARBUNYA
71431;1.01E+16;3.48E+16;2.62E+15;1.33E+16;6.58E+15;72348;3.02E+16;7.55E+15;9.87E+15;8.72E+15;;4.87E+15;1.69E+16;7.50E+15;9.96E+15;BARBUNYA
71441;1051138;3.39E+16;2.70E+15;1.26E+16;6.06E+15;72590;3.02E+15;7.50E+14;9.84E+15;8.13E+15;8.89E+15;4.75E+14;1.83E+16;7.90E+15;9.92E+15;BARBUNYA
71442;1083116;3.55E+16;2.56E+16;1.39E+16;6.92E+15;72935;3.02E+15;7.87E+15;9.80E+15;7.65E+15;8.49E+15;4.97E+15;1.59E+16;7.21E+15;9.98E+15;BARBUNYA
